No dump file specified
 num     #instances         #bytes  class name (module)
 732:             1             16  ru.job4j.tracker.StartUI
 733:             1             16  sun.net.DefaultProgressMeteringPolicy (java.base@14.0.2)
 734:             1             16  sun.net.spi.DefaultProxySelector (java.base@14.0.2)
 735:             1             16  sun.net.www.protocol.file.Handler (java.base@14.0.2)
 736:             1             16  sun.net.www.protocol.jar.Handler (java.base@14.0.2)
 737:             1             16  sun.net.www.protocol.jar.JarFileFactory (java.base@14.0.2)
 738:             1             16  sun.net.www.protocol.jrt.Handler (java.base@14.0.2)
 739:             1             16  sun.nio.ch.ExtendedSocketOption$1 (java.base@14.0.2)
 740:             1             16  sun.nio.ch.Net$1 (java.base@14.0.2)
 741:             1             16  sun.nio.ch.NioSocketImpl$2 (java.base@14.0.2)
 742:             1             16  sun.nio.ch.SocketDispatcher (java.base@14.0.2)
 743:             1             16  sun.nio.ch.Util$1 (java.base@14.0.2)
 744:             1             16  sun.nio.fs.NativeBuffers$1 (java.base@14.0.2)
 745:             1             16  sun.nio.fs.WindowsChannelFactory$1 (java.base@14.0.2)
 746:             1             16  sun.nio.fs.WindowsFileSystemProvider (java.base@14.0.2)
 747:             1             16  sun.security.jca.ProviderConfig$ProviderLoader (java.base@14.0.2)
 748:             1             16  sun.security.provider.AbstractDrbg$$Lambda$65/0x0000000800bc0040 (java.base@14.0.2)
 749:             1             16  sun.security.provider.AbstractDrbg$SeederHolder$$Lambda$66/0x0000000800bc0c40 (java.base@14.0.2)
 750:             1             16  sun.security.provider.DRBG$$Lambda$64/0x0000000800baac40 (java.base@14.0.2)
 751:             1             16  sun.security.provider.NativeSeedGenerator (java.base@14.0.2)
 752:             1             16  sun.security.util.ByteArrayLexOrder (java.base@14.0.2)
 753:             1             16  sun.security.util.ByteArrayTagOrder (java.base@14.0.2)
 754:             1             16  sun.util.calendar.Gregorian (java.base@14.0.2)
 755:             1             16  sun.util.cldr.CLDRBaseLocaleDataMetaInfo (java.base@14.0.2)
 756:             1             16  sun.util.locale.InternalLocaleBuilder$CaseInsensitiveChar (java.base@14.0.2)
 757:             1             16  sun.util.locale.provider.CalendarDataUtility$CalendarWeekParameterGetter (java.base@14.0.2)
 758:             1             16  sun.util.locale.provider.NumberFormatProviderImpl$$Lambda$23/0x0000000800b98840 (java.base@14.0.2)
 759:             1             16  sun.util.locale.provider.NumberFormatProviderImpl$$Lambda$24/0x0000000800b98c40 (java.base@14.0.2)
 760:             1             16  sun.util.locale.provider.TimeZoneNameUtility$TimeZoneNameGetter (java.base@14.0.2)
 761:             1             16  sun.util.resources.LocaleData$LocaleDataStrategy (java.base@14.0.2)
 762:             1             16  sun.util.resources.cldr.provider.CLDRLocaleDataMetaInfo (jdk.localedata@14.0.2)
Total         63452        2730416
